global_idx,sentence,verb_lemma,verb,recipient,recipient_anim,theme,theme_anim,construction,verb_tag,verb_i,subject,recipient_tag,recipient_pos,recipient_i,theme_tag,theme_pos,theme_i,preposition,preposition_i,token_count,type,verb_type,alternant,recipient_pos_spacy,recipient_length,theme_length,length_difference
15334,- Aren't you gonna leave some for me?,leave,leave,me,a,some,i,,VB,6,,IN,PRON,9,DT,PRON,7,for,8,11,dative,benefactive_alternating,- Aren't you gonna leave me some?,ADP,1,1,0
15348,Can't I come up and leave the book for her?,leave,leave,her,a,the book,i,,VB,6,,IN,PRON,10,NN,NOUN,7,for,9,12,dative,benefactive_alternating,Can't I come up and leave her the book?,ADP,1,2,-0.6931471806
15359,"Look I, I ordered a taxi for you.",order,ordered,you,a,a taxi,i,,VBD,4,i,IN,PRON,8,NN,NOUN,5,for,7,10,dative,benefactive_alternating,"Look I, I ordered you a taxi.",ADP,1,2,-0.6931471806
15398,"If you're not gonna talk to me, give this to Vito for me, will you?",give,give,vito,a,this,i,,VB,10,,IN,,13,DT,PRON,11,to,12,20,dative,alternating,"If you're not gonna talk to me, give vito this for me, will you?",ADP,1,1,0
15502,I give LED light strips to the top of the spandex cap.,give,give,the top of the spandex cap,i,led light strips,i,,VBP,1,i,IN,,6,NNS,NOUN,2,to,5,13,dative,alternating,I give the top of the spandex cap LED light strips.,ADP,6,3,0.6931471806
15513,I designed this signal defense system for them.,design,designed,them,i,this signal defense system,i,,VBD,1,i,IN,PRON,7,NN,NOUN,2,for,6,9,dative,benefactive_alternating,I designed them this signal defense system.,ADP,1,4,-1.386294361
15521,"With The Mockingjay and the Victors beside us, we have sent a clear message to the Capitol.",send,sent,the capitol,i,a clear message,i,,VBN,11,we,IN,,16,NN,NOUN,12,to,15,19,dative,alternating,"With The Mockingjay and the Victors beside us, we have sent the capitol a clear message.",ADP,2,3,-0.4054651081
15559,The only funny thing happening right now is that Mermaid-Ghost is paying zero attention to this conversation.,pay,paying,this conversation,i,zero attention,i,,VBG,11,mermaid-ghost,IN,,15,NN,NOUN,12,to,14,18,prep,alternating,The only funny thing happening right now is that Mermaid-Ghost is paying this conversation zero attention.,ADP,2,2,0
15566,- We can leave it to Signe.,leave,leave,signe,a,it,i,,VB,3,we,IN,,6,PRP,PRON,4,to,5,8,prep,alternating,- We can leave signe it.,ADP,1,1,0
15578,"What it is is the next big idea on the ""send Sue to college"" plan.",send,send,college,i,sue,i,,VB,11,,IN,,14,NNP,PROPN,12,to,13,18,prep,alternating,"What it is is the next big idea on the ""send college Sue "" plan.",ADP,1,1,0
15733,I am ready to leave Sunaina for you.,leave,leave,you,a,sunaina,a,,VB,4,,IN,PRON,7,NNP,PROPN,5,for,6,9,dative,benefactive_alternating,I am ready to leave you Sunaina.,ADP,1,1,0
15844,"Please, just give him to me.",give,give,me,a,him,a,,VB,3,,IN,PRON,6,PRP,PRON,4,to,5,8,prep,alternating,"Please, just give me him.",ADP,1,1,0
15877,TO MAKE THE PRODUCT FOR THEM.,make,MAKE,them,a,the product,i,,VB,1,,IN,PRON,5,NN,NOUN,2,for,4,7,dative,benefactive_alternating,TO MAKE them THE PRODUCT.,ADP,1,2,-0.6931471806
15887,Then I bring them to the today show.,bring,bring,the today show,i,them,i,,VBP,2,i,IN,,5,PRP,PRON,3,to,4,9,prep,alternating,Then I bring the today show them.,ADP,3,1,1.098612289
15942,We know you called Lieutenant Commander Wallace and we know he booked your motel room for you.,book,booked,you,a,your motel room,i,,VBD,11,he,IN,PRON,16,NN,NOUN,12,for,15,18,dative,benefactive_alternating,We know you called Lieutenant Commander Wallace and we know he booked you your motel room.,ADP,1,3,-1.098612289
16026,"You not only gave them to him,",give,gave,him,a,them,i,,VBD,3,you,IN,PRON,6,PRP,PRON,4,to,5,8,dative,alternating,"You not only gave him them,",ADP,1,1,0
16062,Now we'd like to sing a song for you.,sing,sing,you,a,a song,i,,VB,5,,IN,PRON,9,NN,NOUN,6,for,8,11,dative,benefactive_alternating,Now we'd like to sing you a song.,ADP,1,2,-0.6931471806
16069,I was gonna feed him to my snake anyway.,feed,feed,my snake,b,him,a,,VB,4,,IN,,7,PRP,PRON,5,to,6,11,prep,alternating,I was gonna feed my snake him anyway.,ADP,2,1,0.6931471806
16084,"Mama, will you give this recipe to jessie mae?",give,give,jessie mae,a,this recipe,i,,VB,4,you,IN,,8,NN,NOUN,5,to,7,11,prep,alternating,"Mama, will you give jessie mae this recipe?",ADP,2,2,0
16112,"You want me to read it to you, mother watts?",read,read,you,a,it,i,,VB,4,me,IN,PRON,7,PRP,PRON,5,to,6,12,dative,alternating,"You want me to read you it, mother watts?",ADP,1,1,0
16137,You sent your car to the garage without filing a police complaint.,send,sent,the garage,i,your car,i,,VBD,1,you,IN,,5,NN,NOUN,2,to,4,13,prep,alternating,You sent the garage your car without filing a police complaint.,ADP,2,2,0
16170,"Well, would you consider offering your city as a place of refuge to my people...",offer,offering,my people,a,your city,i,,VBG,5,,IN,,14,NN,NOUN,6,to,13,19,dative,alternating,"Well, would you consider offering my people your city as a place of refuge...",ADP,2,2,0
16189,I gave it to her.,give,gave,her,a,it,i,,VBD,1,i,IN,PRON,4,PRP,PRON,2,to,3,6,dative,alternating,I gave her it.,ADP,1,1,0
16206,"Well, I gave it to her.",give,gave,her,a,it,i,,VBD,3,i,IN,PRON,6,PRP,PRON,4,to,5,8,dative,alternating,"Well, I gave her it.",ADP,1,1,0
16229,"- What, send her to her mom in France?",send,send,her mom in france,a,her,a,,VB,3,,IN,,6,PRP,PRON,4,to,5,11,prep,alternating,"- What, send her mom in france her?",ADP,4,1,1.386294361
16249,I can give it to you for the same size as a midsize.,give,give,you,a,it,i,,VB,2,i,IN,PRON,5,PRP,PRON,3,to,4,14,dative,alternating,I can give you it for the same size as a midsize.,ADP,1,1,0
16266,I've kept the Watsons' cook for you.,keep,kept,you,a,the watsons ' cook,i,,VBN,2,i,IN,PRON,8,NN,NOUN,3,for,7,10,dative,benefactive_alternating,I've kept you the Watsons' cook.,ADP,1,3,-1.098612289
16320,I'm not selling the Taj to them.,sell,selling,them,a,the taj,i,,VBG,3,i,IN,PRON,7,NNP,PROPN,4,to,6,9,dative,alternating,I'm not selling them the Taj.,ADP,1,2,-0.6931471806
16377,I will give a summary to the group here.,give,give,the group here,a,a summary,i,,VB,2,i,IN,,6,NN,NOUN,3,to,5,10,dative,alternating,I will give the group here a summary.,ADP,3,2,0.4054651081
16411,"Andrea, our personal history demands that I bring this to you first.",bring,bring,you,a,this,i,,VB,8,i,IN,PRON,11,DT,PRON,9,to,10,14,dative,alternating,"Andrea, our personal history demands that I bring you this first.",ADP,1,1,0
16417,"- Dick, are you paying attention to me?",pay,paying,me,a,attention,i,,VBG,5,you,IN,PRON,8,NN,NOUN,6,to,7,10,prep,alternating,"- Dick, are you paying me attention?",ADP,1,1,0
16517,Fifty-mile-an-hour winds blowing in from Siberia bring snow to the Gobi Desert in Mongolia.,bring,bring,the gobi desert in mongolia,i,snow,i,,VBP,6,fifty-mile-an-hour winds blowing in from siberia,IN,,9,NN,NOUN,7,to,8,15,prep,alternating,Fifty-mile-an-hour winds blowing in from Siberia bring the gobi desert in mongolia snow.,ADP,5,1,1.609437912
16552,"Listen, if I give this to you... you'll give it to your daddy.",give,give,your daddy,a,it,i,,VB,13,you,IN,,16,PRP,PRON,14,to,15,19,prep,alternating,"Listen, if I give this to you... you'll give your daddy it.",ADP,2,1,0.6931471806
16560,"""To give light to them that sit in darkness...",give,give,them that sit in darkness,a,light,i,,VB,2,,IN,,5,NN,NOUN,3,to,4,13,dative,alternating,"""To give them that sit in darkness light...",ADP,5,1,1.609437912
16575,I'm going to give cold fusion to the world.,give,give,the world,b,cold fusion,i,,VB,4,,IN,,8,NN,NOUN,5,to,7,11,dative,alternating,I'm going to give the world cold fusion.,ADP,2,2,0
16616,Bring it to me.,bring,Bring,me,a,it,i,,VB,0,,IN,PRON,3,PRP,PRON,1,to,2,5,dative,alternating,Bring me it.,ADP,1,1,0
16623,Bigger waves offer more surface to the wind.,offer,offer,the wind,i,more surface,i,,VBP,2,bigger waves,IN,,6,NN,NOUN,3,to,5,9,prep,alternating,Bigger waves offer the wind more surface.,ADP,2,2,0
16645,Should I tell that to the Feds when they get here?,tell,tell,the feds,a,that,i,,VB,2,i,IN,,5,DT,PRON,3,to,4,12,dative,alternating,Should I tell the feds that when they get here?,ADP,2,1,0.6931471806
16692,They tried to make me fill out a whole bunch of forms before they'd give it to me.,give,give,me,a,it,i,,VB,15,they,IN,PRON,18,PRP,PRON,16,to,17,20,dative,alternating,They tried to make me fill out a whole bunch of forms before they'd give me it.,ADP,1,1,0
16723,"Give Shiring and all its land to the diocese of Kingsbridge, and we will give you a new church.",give,Give,the diocese of kingsbridge,i,shiring and all its land,i,,VB,0,,IN,,7,NNP,PROPN,1,to,6,21,dative,alternating,"Give the diocese of kingsbridge Shiring and all its land, and we will give you a new church.",ADP,4,5,-0.2231435513
16743,"Okay, give it to me.",give,give,me,a,it,i,,VB,2,,IN,PRON,5,PRP,PRON,3,to,4,7,dative,alternating,"Okay, give me it.",ADP,1,1,0
16752,.. have offered us the chance to purchase some inexpensive land along the coast in order that we may build some holiday cabins for the less fortunate of Causton.,build,build,the less fortunate of causton,a,some holiday cabins,i,,VB,20,we,IN,,25,NNS,NOUN,21,for,24,31,dative,benefactive_alternating,.. have offered us the chance to purchase some inexpensive land along the coast in order that we may build the less fortunate of causton some holiday cabins.,ADP,5,3,0.5108256238
16796,Bong Joon Gu is making something really yummy for her.,make,making,her,a,something really yummy,i,,VBG,4,bong joon gu,IN,PRON,9,NN,PRON,5,for,8,11,dative,benefactive_alternating,Bong Joon Gu is making her something really yummy.,ADP,1,3,-1.098612289
16797,I will give my seat to the both of you very soon.,give,give,the both of you,a,my seat,i,,VB,2,i,IN,,6,NN,NOUN,3,to,5,13,dative,alternating,I will give the both of you my seat very soon.,ADP,4,2,0.6931471806
16817,To bring this whole shed thing to an end?,bring,bring,an end,i,this whole shed thing,i,,VB,1,,IN,,7,NN,NOUN,2,to,6,10,prep,alternating,To bring an end this whole shed thing?,ADP,2,4,-0.6931471806
16823,I'll feed them to the cat.,feed,feed,the cat,b,them,i,,VB,2,i,IN,,5,PRP,PRON,3,to,4,8,dative,alternating,I'll feed the cat them.,ADP,2,1,0.6931471806
16841,he remembered a day when he was young and sat by the river with his father and the perfection of the world as it was simply gave itself to him.,give,gave,him,a,itself,i,,VBD,26,the perfection of the world as it was,IN,PRON,29,PRP,PRON,27,to,28,31,prep,alternating,he remembered a day when he was young and sat by the river with his father and the perfection of the world as it was simply gave him itself.,ADP,1,1,0
16932,"I noticed, as did everyone else, that you show the greatest respect to the Lady Anne of Cleves, even though she is now just a private person and worth no account.",show,show,the lady anne of cleves,a,the greatest respect,i,,VBP,10,you,IN,,15,NN,NOUN,11,to,14,35,dative,alternating,"I noticed, as did everyone else, that you show the lady anne of cleves the greatest respect, even though she is now just a private person and worth no account.",ADP,5,3,0.5108256238
16952,Why did you bring this to me?,bring,bring,me,a,this,i,,VB,3,you,IN,PRON,6,DT,PRON,4,to,5,8,dative,alternating,Why did you bring me this?,ADP,1,1,0
16978,We surround ourselves with the healing colors sending our thoughts to the highest being.,send,sending,the highest being,i,our thoughts,i,,VBG,7,,IN,,11,NNS,NOUN,8,to,10,15,dative,alternating,We surround ourselves with the healing colors sending the highest being our thoughts.,ADP,3,2,0.4054651081
16986,"We are gathered here today to pay our respects to the activist and visionary,",pay,pay,the activist and visionary,a,our respects,i,,VB,6,,IN,,10,NNS,NOUN,7,to,9,15,dative,alternating,"We are gathered here today to pay the activist and visionary our respects,",ADP,4,2,0.6931471806
17018,I'll give it to you.,give,give,you,a,it,i,,VB,2,i,IN,PRON,5,PRP,PRON,3,to,4,7,prep,alternating,I'll give you it.,ADP,1,1,0
17028,- When we went out in Montevideo we'd give our left-overs to people on the street.,give,give,people on the street,a,our left-overs,i,,VB,9,we,IN,,13,NN,NOUN,10,to,12,18,dative,alternating,- When we went out in Montevideo we'd give people on the street our left-overs.,ADP,4,2,0.6931471806
17075,I needed to show something to the people who had no plans on trusting me.,show,show,the people who had no plans on trusting me,a,something,i,,VB,3,,IN,,6,NN,PRON,4,to,5,16,dative,alternating,I needed to show the people who had no plans on trusting me something.,ADP,9,1,2.197224577
17086,I'll go get it but give it to me as tip.,give,give,me,a,it,i,,VB,6,,IN,PRON,9,PRP,PRON,7,to,8,13,dative,alternating,I'll go get it but give me it as tip.,ADP,1,1,0
17088,Give it to me as tip.,give,Give,me,a,it,i,,VB,0,,IN,PRON,3,PRP,PRON,1,to,2,7,dative,alternating,Give me it as tip.,ADP,1,1,0
17102,I said I will buy a cup for you.,buy,buy,you,a,a cup,i,,VB,4,i,IN,PRON,8,NN,NOUN,5,for,7,10,dative,benefactive_alternating,I said I will buy you a cup.,ADP,1,2,-0.6931471806
17103,You should buy it for me in person not just throw money at me as always.,buy,buy,me,a,it,i,,VB,2,you,IN,PRON,5,PRP,PRON,3,for,4,17,dative,benefactive_alternating,You should buy me it in person not just throw money at me as always.,ADP,1,1,0
17110,Father said he wants to send a gift to your father.,send,send,your father,a,a gift,i,,VB,5,,IN,,9,NN,NOUN,6,to,8,12,dative,alternating,Father said he wants to send your father a gift.,ADP,2,2,0
17140,My dad gave the necklace to another woman.,give,gave,another woman,a,the necklace,i,,VBD,2,my dad,IN,,6,NN,NOUN,3,to,5,9,prep,alternating,My dad gave another woman the necklace.,ADP,2,2,0
17141,"If you show your necklace to my dad, he just might strangle you to death with it.",show,show,my dad,a,your necklace,i,,VBP,2,you,IN,,6,NN,NOUN,3,to,5,19,dative,alternating,"If you show my dad your necklace, he just might strangle you to death with it.",ADP,2,2,0
17147,You can't show this foam to each and every person.,show,show,each and every person,a,this foam,i,,VB,3,you,IN,,7,NN,NOUN,4,to,6,12,dative,alternating,You can't show each and every person this foam.,ADP,4,2,0.6931471806
17155,We hope that you check the freshness of our Ainas Coffee yourself and relay this to the consumers.,relay,relay,the consumers,a,this,i,,VBP,13,,IN,,16,DT,PRON,14,to,15,19,prep,alternating,We hope that you check the freshness of our Ainas Coffee yourself and relay the consumers this.,ADP,2,1,0.6931471806
17182,Your mother thought I prepared a gift for her.,prepare,prepared,her,a,a gift,i,,VBD,4,i,IN,PRON,8,NN,NOUN,5,for,7,10,dative,benefactive_alternating,Your mother thought I prepared her a gift.,ADP,1,2,-0.6931471806
17189,Bring it to my father.,bring,Bring,my father,a,it,i,,VB,0,,IN,,3,PRP,PRON,1,to,2,6,dative,alternating,Bring my father it.,ADP,2,1,0.6931471806
17192,I'll give this to you.,give,give,you,a,this,i,,VB,2,i,IN,PRON,5,DT,PRON,3,to,4,7,prep,alternating,I'll give you this.,ADP,1,1,0
17196,"Himanshu, show the note to the Judge.",show,show,the judge,a,the note,i,,VB,2,,IN,,6,NN,NOUN,3,to,5,9,dative,alternating,"Himanshu, show the judge the note.",ADP,2,2,0
17205,"WELL, THE TROUBLED '60S GIVE RISE TO THE VIOLENT '70S.",give,GIVE,the violent ' 70s.,i,rise,i,,VBP,6,the troubled ' 60s,IN,,9,NN,NOUN,7,to,8,13,dative,alternating,"WELL, THE TROUBLED '60S GIVE the violent ' 70s. RISE",ADP,3,1,1.098612289
17275,You send the application to my office.,send,send,my office,i,the application,i,,VBP,1,you,IN,,5,NN,NOUN,2,to,4,8,prep,alternating,You send my office the application.,ADP,2,2,0
17362,"Back then, I would have sent a guy to the kid's house...",send,sent,the kid's house,i,a guy,a,,VBN,6,i,IN,,10,NN,NOUN,7,to,9,17,prep,alternating,"Back then, I would have sent the kid's house a guy...",ADP,3,2,0.4054651081
17385,Thanks for bringing Appa to me.,bring,bringing,me,a,appa,a,,VBG,2,,IN,PRON,5,NNP,PROPN,3,to,4,7,dative,alternating,Thanks for bringing me Appa.,ADP,1,1,0
17388,I made it for him.,make,made,him,a,it,i,,VBD,1,i,IN,PRON,4,PRP,PRON,2,for,3,6,dative,benefactive_alternating,I made him it.,ADP,1,1,0
17406,"I never told you before, but I read the report you wrote when Sion showed it to me.",show,showed,me,a,it,i,,VBD,15,sion,IN,PRON,18,PRP,PRON,16,to,17,20,dative,alternating,"I never told you before, but I read the report you wrote when Sion showed me it.",ADP,1,1,0
17411,We can't leave an Alpha Stigma to chance.,leave,leave,chance,i,an alpha stigma,i,,VB,3,we,IN,,8,NNP,PROPN,4,to,7,10,prep,alternating,We can't leave chance an Alpha Stigma.,ADP,1,3,-1.098612289
17415,I would like to have Field Marshal Claugh Klom pay a visit to Estabul.,pay,pay,estabul,i,a visit,i,,VB,9,field marshal claugh klom,IN,,13,NN,NOUN,10,to,12,15,prep,alternating,I would like to have Field Marshal Claugh Klom pay estabul a visit.,ADP,1,2,-0.6931471806
17474,"- All right, I'll leave it to them!",leave,leave,them,a,it,i,,VB,6,i,IN,PRON,9,PRP,PRON,7,to,8,11,prep,alternating,"- All right, I'll leave them it!",ADP,1,1,0
17556,My dad must have left this for me.,leave,left,me,a,this,i,,VBN,4,my dad,IN,PRON,7,DT,PRON,5,for,6,9,dative,benefactive_alternating,My dad must have left me this.,ADP,1,1,0
17657,The theatre usher who showed me to my seat.,show,showed,my seat,i,me,a,,VBD,4,who,IN,,7,PRP,PRON,5,to,6,10,prep,alternating,The theatre usher who showed my seat me.,ADP,2,1,0.6931471806
